job,company,city,salary,work_experience,age,education,work_type,contract,email,phone_number,job_descr,links,posted_date,deadline
Təmir-tikinti meneceri,Papa John’s,Bakı,Müsahibə əsasında,5 il,25 — 45,Natamam ali təhsil (bakalavr),Tam iş günü (5 gün),Əmək müqaviləsi,Link elanda qeyd olunub,,"https://qlor.me/m6p5ocw9hnTəsvirTikinti-quraşdırma işləri ilə əlaqədar planın tutulması, işlərin istehsalat planına və normativ sənədlərə uyğun həyata keçirilməsinə nail olmaq;Tikinti işlərinin aparılmasında texnoloji ardıcıllığa riayət olunmasına və tikinti işlərinin müvafiq keyfiyyətinin təmin olunmasına nəzarət etmək;Obyektlərin müəyyən edilmiş vaxtda istismara verilməsi üzrə tapşırıqların, eləcədə tikinti-təmir işlərinin bütün kəmiyyət və keyfiyyət göstəriciləri üzrə yerinə yetirilməsini təmin etmək;Tikinti-quraşdırma işlərinin icrasını layihə sənədlərinə, tikinti qaydalarına, texnoloji xəritələr, əmək proseslərinin xəritələrinə və digər normativ sənədlərə uyğun təşkil etmək;TələblərAli təhsil.Uyğun vəzifələrdə ən azı 5 il iş təcrübəsi.Əla təşkilatçılıq qabiliyyəti və komandanı idarəetmə bacarığı.Tikinti layihələrinin maliyyə və təşkilati aspektlərini bilmə.Layihə sənədləri və maliyyə hesabatları ilə işləmə bacarığı.Əla kommunikasiya və liderlik bacarıqları.Azərbaycan dili mükəmməl, rus vəya ingilis dillərində biliklərinin olması arzuolunandır.Ümumi təmir-tikinti işlərində istifadə olunan müasir texnologiya və materiallar haqqında biliklər.Kompyuter ( Ofis proqramları və təmir-tikinti sahəsində aid proqramlar ) proqramları ilə həmçinin layihə eskizləri ilə işləmə bacarığı.Şəxsi minik avtomobilinin olması.Uyğun başlıqlarTəmirTəmir - Tikinti",https://www.offer.az/temir-tikinti-meneceri-vakansiya-2025-60781/,04/02/2025,08/03/2025
Quraşdırıcı texnik (mebel üzrə),Kontakt Home,Bakı,Müsahibə əsasında,,20 — 55,Orta və ya orta ixtisas təhsili,Tam iş günü (6 gün),Əmək müqaviləsi,Link elanda qeyd olunub,,"TəsvirVəzifə öhdəlikləri:Müştəri ünvanlarına çatdırılmış mebellərin quraşdırılması;Zaman çərçivəsində Bakı anbarından daxil olan məhsulların düzgün şəkildə (Qırılan məhsullar: güzgü,şüşə və s.) boşaldılmasına nəzarət edilməsi;Servis tərəfindən yönləndirilən müştəri müraciətlərinə baxış keçirilməsi və rəyin bildirməsi;Özəl sifarişlər (mətbəx,dolab və s.) üçün müştəri ünvanlarında ölçülərin götürülməsi və bu ölçülərə əsaslanaraq ilkin eskziləri tərtib edilməsi.TələblərTələblər:Müvafiq sahədə təcrübə arzuolunandır;B kateqoriyalı sürücülük vəsiqəsi;Şəxsi avtomobil;Azərbaycan dili səlis, Rus dili biliyi arzu olunandır;Nizam intizamlılıq, məsuliyyətlilik, işində dəqiqlik;Komanda ilə işləmək bacarığı;Müştəriyönümlülük.İş şəraiti:6 gün iş, 1 gün istirahət.İş yeri: Binəqədi rayLink:https://qlor.me/m6pyep5gs0Uyğun başlıqlarquraşdırıcıTexnik",https://www.offer.az/qurasdirici-texnik-mebel-uzr%c9%99-2-vakansiya-2025-60780/,04/02/2025,05/03/2025
Nağdsız Ödənişlər və Hesablaşmalar İdarəsinin Klirinq və hesablaşmalar şöbəsi üzrə mütəxəssis,Xalq Bank,Bakı,Müsahibə əsasında,3 il,25 — 45,Tam ali təhsil (magistr),Tam iş günü (5 gün),Əmək müqaviləsi,Linkə daxil olun.,,"Daxil olmaq üçün link:https://qlor.me/m6q788ir53TəsvirYeni ödəniş sistemlərinin tətbiqi prosesində biznes tələblərin təhlil edilməsi; texniki tapşırıqların hazırlanması;Mövcud ödəniş sistemlərində ( SWIFT, AZİPS, XOHKS, AÖS, HOP, VISA B2B) yeni funksionallıqların yaradılması üzrə tələblərin təhlil edilməsi, texniki tapşırıqların hazırlanması;Ödəniş sistemlərinin tətbiqi üzrə bankdaxili prosesin müəyyən olunması;Biznes, Hesablaşmalar, İT əməkdaşları və Vendorlarla komanda şəklində işlənilməsi;Test ssenarilərinin hazırlanmasında və testlərin keçirilməsində iştirak;İstifadəyə təhvil verilmiş ödəniş sistemi və ayrı-ayrı funksionallıqların real mühitdə işləməsinin monitorinq edilməsi;TələblərAli magistr təhsili;Ödəniş sistemləri və hesablaşmalar sahəsində minimum 3 (üç) il iş təcrübəsiMüvafiq normativ sənədlər və qanunvericilik üzrə nəzəri biliklərə malik olmaq;Bank sistemləri üzrə biliklər (Flexcube, TranzAxiz arzuolunandır) ;Ödəniş sistemləri üzrə biliklər ( SWIFT, AZİPS, XOHKS, AÖS, HOP, VISA B2B arzuolaunandır) ;Ofis proqramlarından MS Office, xüsusilə MS Excel istifadə bacarığı;Analitik düşünmə bacarığı ;İşdə dəqiqlik və detallara fikir vermə qabiliyyəti;Stressə davamlılıq və kollektivdə işləmə bacarığı;Azərbaycan dili – mükəmməl, İngilis və rus dillərini bilənlərə üstünlük verilir;Uyğun başlıqlarBankMaliyyə",https://www.offer.az/nagdsiz-odenisleri-vakansiya-2025-60779/,04/02/2025,05/03/2025
"Risklərin idarə edilməsi departamenti, Əməliyyat risklərinin idarə edilməsi şöbəsi/şöbə müdiri",Expressbank ASC,Bakı,Müsahibə əsasında,1 il,21 — 45,Natamam ali təhsil (bakalavr),Tam iş günü (5 gün),Əmək müqaviləsi,Link elanda qeyd olunub,,"https://qlor.me/m6q705iiy2TəsvirƏməliyyat risklərinin müəyyən edilməsi və qiymətləndirilməsi metodlarının (RCSA, ssenari analizləri, risk xəritələrinin tərtibi və s.) tətbiqini inkişaf etdirilməsi;Əməliyyat risklərinin idarə olunması, minimallaşdırılması və qarşısının alınması ilə bağlı təkliflərin verilməsi və bu istiqamətdə həyata keçirilən tədbirlərin təşkili;Əməliyyat risklərinin idarə edilməsi prosesində lazımi hesabatlıqların tərtib edilməsi, əsas risk indikatorlarına dair məlumatların toplanması və analizlərin həyata keçirilməsinin təmin olunması;Bankda risk mədəniyyətinin yüksəldilməsi istiqamətində tədbirlərin həyata keçirilməsinin təşkili;Bankda həyata keçirilən biznes proseslərin qiymətləndirilməsi, risklərin optimallaşdırılması məqsədi ilə monitorinqlərin aparılması, nəticələrinin sənədləşdirilməsi və təkliflərin verilməsi işinin təşkili.TələblərAli təhsil (Maliyyə və Mühasibatlıq, Risklərin idarə edilməsi, İqtisadi Kibernetika Mexanika – Riyaziyyat üzrə bakalavr və ya magistr təhsilinin olması arzuolunandır);Əməliyyat, bazar, kredit və likvidlik riskləri, modelləşdirmə, və ya korporativ maliyyə funksiyası üzrə minimum 4 il iş təcrübəsi;Analitik qabiliyyət və məlumat bazası (Python və SQL) ilə işləmək bacarığı;Risk və maliyyə hesabatlığının təhlili bacarığı;Statistik və Ekonometrik təhlil bacarığı;Analitik təhliletmə və proqnoz vermək qabiliyyəti;Risklərin (xüsusilə əməliyyat riskləri) idarə edilməsi üzrə və CFA, FRM sertifikatların olması üstünlükdür;Uyğun başlıqlarBankKredit Risklərinin İdarəedilməsiMaliyyə",https://www.offer.az/risklerin-idare-edilmesi-departamenti-vakansiya-2025-60778/,04/02/2025,05/03/2025
Kredit Risklərinin İdarə Edilməsi şöbəsinin Təhlil və Portfel Risklərinin İdarə edilməsi qrupuna Mütəxəssis,PASHA Bank,Bakı,Müsahibə əsasında,2 il,22 — 45,Natamam ali təhsil (bakalavr),Tam iş günü (5 gün),Əmək müqaviləsi,Link elanda qeyd olunub,,"https://qlor.me/m6q7c51c2dTəsvirİşiniz nədən ibarətdir?Portfelin müəyyən edilmiş risk indikatorları, məhsul, sektor və digər göstəricilər üzrə müxtəlif prizmalardan təhlillərin edilməsi, baş verəcək mümkün risklərin stress test, ssenari təhlilləri və sensitivlik təhlilləri üzərindən qiymətləndirilməsi və bankın kapitalının dayanıqlığının təmin edilməsi üçün təkliflər və fəaliyyət planlarının hazırlanması. (Vintaj, Roll-Rate/Migrasiyası, Reytinq miqrasiyası, və s.)Bankın əsas risk göstəricilərinin izlənməsi və portfelin idarə edilməsini risk iştahası çərçivəsinə uyğunluğu təmin etməklə kommunikasiyaların qurulması və Bankın risk iştahasına uyğun gəlməyən risklərin müəyyənləşdirilməsi və fəaliyyət planlarının hazırlanması;Risk məlumatlarının və müvafiq strukturlar üzrə bankın kredit risk statusunun bölüşülməsi;Müştərilərin maliyyə məlumatları əsasında sektoral təhlillərin yerinə yetirilməsi. Müştərilərin likvidliyinin, ödəmə qabiliyyətinin və maksimal yarana biləcək kredit itkilərinin müəyyənləşdirilməsi üçün makroiqtisadi, geosiyasi və digər tematik fərziyyələr üzərindən stress testlərin yerinə yetirilməsi;Risk Büdcələşməsi çərçivəsində bankın sektorlar və məhsullar üzrə NPL üzrə gözləntilərin formalaşdırılması;Kredit risklərinin qiymətləndirilməsi üçün lazım olan statistik və analitik kompetensiyaların, alətlərin və texnikaların tətbiq edilməsi;Kredit portfelinin təhlili üzrə fəaliyyət planlarının icrasının monitorinqi, risk trendlərinin aşkar olunması və lazımi düzəlişlərə məsləhət verilməsi;Güclü requlyator mühitin (daxili və xarici) formalaşdırılması üçün müşahidənin aparılması və məsləhətlərin verilməsi;Bankda bütün proseslərin, yeni məhsul və xidmətlərin CRM tərəfindən təsdiqlənməsini təmin etmək üçün (CRM perspektivindən) kredit riskinin idarə edilməsi (CIB, SME, Retail, Private Banking) ilə bağlı siyasət və prosedurlara nəzarət etmək və istiqamətləndirməsinə dəstək vermək;Birbaşa rəhbər tərəfindən verilən digər şifahi və yazılı tapşırıqlar və s.TələblərSizdən nə tələb olunur?Təhsil: Maliyyə, iqtisadiyyat və ya digər müvafiq sahə üzrə bakalavr dərəcəsi;İş təcrübəsi: Kredit, Risk və ya müvafiq sahə üzrə minimum ən azı 2 il iş təcrübəsi;Lisenziya/ Sertifikat: FRM, CFA, ACCA arzu olunandır;Xarici dil: İngilis dili (səlis), Rus Dili (Arzuolunan);Kompüter bilikləri: Microsoft Office, Microsoft Power BI, Powerpoint;Məhsul üzrə biliklər: Bank məhsulları üzrə biliklər tələb edilir;Bazar üzrə biliklər: Mərkəzi Bakın müvafiq Qaydaları ilə tanışlıq;Başqa tələblər: Maliyyə hesabatları bilikləri və ünsiyyət bacarığı.Uyğun başlıqlarBankMaliyyə",https://www.offer.az/kredit-risklerinin-idare-edilmesi-9-vakansiya-2025-60776/,04/02/2025,09/03/2025
“Göyçay” filialının katib-referenti,Xalq Bank,Göyçay,Müsahibə əsasında,1 il,23 — 45,Tam ali təhsil (magistr),Tam iş günü (5 gün),Əmək müqaviləsi,Linkə daxil olun.,,"Daxil olmaq üçün link:https://qlor.me/m6q51yddhfTəsvirBаnkа dахil оlаn və bаnkdаn çıхаn məktublаrın qеydiyyаtını аpаrmaq;Tеlеfоn zənglərinin qəbul еtmək, qəbul еdilmiş məlumаtlаrın qеydiyyаtını аpаrmaq və оnlаrın məzmunu bаrədə müvаfiq şəхsləri məlumаtlаndırmaq;Məktublаrı və rəhbərliyə çаtdırılаcаq mаtеriаllаrı kоmpyutеrdə yığmaq və оnlаrın rəsmiləşdirilməsini həyаtа kеçirmək;İclаs, tоplаntı və görüşlərin kеçirilməsinə hаzırlıq işlərini həyаtа keçirmək;Qоnаqlаrın qəbulunu təşkil еtmək;Sənədləri bаnkdа qəbul оlunmuş qаydаlаrа müvаfiq tərtib еtmək, оnlаrın sахlаnılmаsını təmin еtmək;Aidiyyatı idarə işçilərinin işə dаvаmiyyətinə nəzаrət еtmək və 1C proqramında müəyyən qeydlər aparmaq;Rəhbərliyə lazımi məlumatların hazırlayıb təhvil vermək.Tələblər· Ali magistr təhsili;· Hərbi xidməti bitirən və ya hərbi xidmətdən möhlət hüququ olan (oğlanlar üçün);· Bu sahə üzrə 1 (bir) il iş təcrübəsinin olması arzuolunandır;· Azərbaycan dilini mükəmməl, Rus və İngilis dillərini bilən namizədlərə üstünlük veriləcək;· Kompyuter bilikləri;· Ofis ləvazimatları (printer, scanner, fax) ilə işləmək bacarığı;· Komandada işləmək bacarığı;· Ünsiyyətcil, təşəbbüskar və mülayim olmaq;· Stressə davamlılıq və kollektivdə işləmək bacarığı;· Yüksək qavrama və öyrənmə qabiliyyəti;· İşdə dəqiqlik və detallara fikir vermə qabiliyyətiUyğun başlıqlarKatibreferent",https://www.offer.az/katib-referent-4-vakansiya-2025-60775/,04/02/2025,07/03/2025
Bağban,PASHA Malls,Bakı,Müsahibə əsasında,3 il,22 — 59,Orta və ya orta ixtisas təhsili,Tam iş günü (6 gün),Əmək müqaviləsi,Link elanda qeyd olunub,,"https://qlor.me/m6q6ahsc4vTəsvir• Torpağı göstərilən sahələrə yaymaq;• Verilən bütün ağaç, kol, gül, otları əkmək;• Suvarma işlərini aparmaq;• Ot biçən maşınla ot örtüyünü (qazonu) biçmək;• Lazım olan vaxtlarda peyin və gübrə vermək;• Xəstəlik və ziyanvericilərə qarşı dərmanlama aparmaq;• Müvəqqəti gülləri təzələri ilə əvəz etmək;• Qurumuş ağacların yerinə təzəsini əkmək;• Kollara forma vermək;• Ağacları budamaq;• Kolların və agacların dibindəki yarpaqları, zibilləri təmizləmək.TələblərBağban kimi ən azı 3 illik staja malik olmaqAğac və digər bitkilər ilə bağlı biliklərə sahib olmaqAzərbaycan dilində mükəmməl danışmaqDetallara diqqət yetirən, yüksək disiplinə sahib olmaqUyğun başlıqlarBağban",https://www.offer.az/bagban-12-vakansiya-2025-60774/,04/02/2025,09/03/2025
Hüquqşünas,Aztelekom MMC,Bakı,Müsahibə əsasında,1 il,21 — 45,Natamam ali təhsil (bakalavr),Tam iş günü (5 gün),Əmək müqaviləsi,Link elanda qeyd olunub,,"https://qlor.me/m6q53zy75iTəsvirŞirkətin fəaliyyətinə hüquqi dəstək vermək, hüquqi təhlil işini icra etməkFilialdaxili əmr, təlimat, qayda, tərtib etmək, onlara dair rəy vermək və ya həmin sənədlərin təkmilləşdirilməsi ilə bağlı təkliflər verməkDövlət orqanlarında şirkəti təmsil etmək, onların sorğularını cavablandırmaq və müvafiq sənədləri hazırlamaqFilialın struktur bölmələrinin fəaliyyəti ilə əlaqədar yarana biləcək hüquqi mübahisələrin tənzimlənməsi, mənafelərinin məhkəmələrdə və digər dövlət orqanlarında, eyni zamanda fiziki və hüquqi şəxslərə qarşı hüquqi müdafiəsini təmin etməkŞirkətin tərəf olduğu məhkəmə mübahisələrində iştirak etməklə, ona verilmiş səlahiyyətlər çərçivəsində şirkətin qanuni maraqlarının etibarlı müdafiəsini təmin etməkRabitə xətlərinin və avadanlıqlarının mühafizəsi qaydalarının pozulması hallarında təxirəsalınmaz hüquqi tədbirlər həyata keçirmək, cinayət xarakterli olduğu halda cinayət işlərinin başladılmasını və aparılan cinayət işlərinin təqib edilməsini təmin etmək, o cümlədən məhkəmələrdə şirkətin maraqları naminə iddialar qaldırmaq və onların şirkətin lehinə təmin edilməsi üçün vicdanlı və məsuliyyətlə çalışmaqMütəmadi olaraq rabitə xətt qurğularının zədələnməsinə qarşı görülən hüquqi tədbirləri təhlil etmək, nəticəsi barədə rəhbərliyə məlumatlar hazırlamaq, vurulmuş zərərin ödətdirilməsi (kompensasiya edilməsi) istiqamətində hüquqi tədbirlər görməkİdarəetmə orqanlarının qərarlarının icrasına nəzarət etməkİnzibati xəta üzrə və ya cinayət işləri üzrə icraatlar zamanı şirkəti təmsil etməkBirbaşa rəhbərinin hüquq xarakterli digər tapşırıqlarını yerinə yetirməkTələblərAli hüquq təhsili olmalıHüquq sahəsi üzrə ən azı 1 il iş təcrübəsinə malik olmalıMəhkəmə və icra orqanları ilə iş üzrə təcrübəsi olmalıNormativ-hüquqi aktlarla və onların tətbiqi qaydaları ilə iş təcrübəsi olmalıMüqavilələrlə iş təcrübəsi olmalıHüquq xarakterli sənədlərin sistemləşdirilməsi və qeydiyyatı qaydalarını bilməliHüquqi nitq və yazışma qabiliyyəti olmalıAzərbaycan dilini sərbəst bilməli, ingilis və rus dillərini bilməsi arzuolunandırMicrosoft Office proqramlarını sərbəst istifadəçi səviyyəsində bilməliYüksək ünsiyyət,komandada iş və analitik təhlil bacarıqlarına malik olmalıİşgüzar, təşəbbüsçü və məsuliyyətli olmalıUyğun başlıqlarHüquqHüquqşünas",https://www.offer.az/huquqsunas-202-vakansiya-2025-60773/,04/02/2025,06/03/2025
Xidmətlər üzrə məsləhətçi (Masallı filialı),Bank Respublika ASC,Masallı,Müsahibə əsasında,1 il,21 — 45,Natamam ali təhsil (bakalavr),Tam iş günü (5 gün),Əmək müqaviləsi,HR@bankrespublika.az,,"https://qlor.me/m6ozodyh6bTəsvirOfisə müraciət edən müştərilərin qarşılanması, salamlanması, istiqamətləndirilməsi;Müştərilərə bankın məhsul və xidmətləri haqqında məlumatların verilməsi;Müştərilər arasında aparılan sorğularda iştirak;Bankomat, terminallarda ödəniş zamanı müştərilərə köməklik göstərmək.TələblərAli təhsil;İş təcrübəsi: Müştəri xidmətləri üzrə təcrübə arzuolunandır;Dil bilikləri: Azərbaycan dili və Rus dilləri əla səviyyədə mütləqdir;Komputer bilikləri: Microsoft Office Program (Word, Excel);Müxtəlif düşüncə və dünyagörüşə malik insanlarla yazılı və şifahi ünsiyyət qurmaq bacarığı;Fikrini dəqiq, dolğun və özünə əminliklə təqdim etmə bacarığı;Ünsiyyət tərzi ilə insanları cəlb etmə və inandırmaq bacarığı.Uyğun başlıqlarBankƏməliyyat mütəxəssisiMaliyyəMicrosoft OfficeRus dili",https://www.offer.az/xidmetler-uzre-meslehetci-4-vakansiya-2025-60772/,03/02/2025,23/03/2025
Kiçik və Orta Biznes Kreditləri Mərkəzində aparıcı mütəxəssis / baş mütəxəssis/menecer,ATB Bank,Bakı,Müsahibə əsasında,3 il,25 — 45,Natamam ali təhsil (bakalavr),Tam iş günü (5 gün),Əmək müqaviləsi,Link elanda qeyd olunub,,"https://qlor.me/m6ozv87o8xTəsvirKOB məhsulu üzrə daxil olan kredit sifarişlərinin bankın normativ hüquqi bazasına uyğunluğunu təyin edə bilmək ;Sifarişlərin təhlil edilərək müzakirəyə təqdim edilməsini təmin etmək;Müzakirəyə təqdim edilən sifarişlərlə bağlı qərarların alınmasında iştirak etmək;Satış üzrə əməkdaşların təhlil biliklərinin artırılmasına dəstək vermək;Kredit portfelinin keyfiyyətli idarə edilməsi və təqibi;TələblərAli təhsil (iqtisadi, maliyyə və dəqiq elmlər üzrə olması arzuolunandır);Azərbaycan dilində səlis danışma, yazma bacarığı (xarici dili arzuolunandır);Mikro kreditlər və ya Kiçik və Orta Biznes kreditləri üzrə ən azı 3 il iş təcrübəsi;Kompyuter bilikləri (MS.Ofis);İqtisadi və biznes təhlillərinin aparılması, baş verə biləcək riskləri qabaqcadan müəyyən edə bilmək;Qeyri –standart situasiyalarda qərar verə bilmə;Yüksək ünsiyyət qurma;Müştərilərin sosial-iqtisadi, maliyyə hesabatlarının təhlil edilməsi;Komandada işləyə bilmə bacarığı.Uyğun başlıqlarMaliyyəMühasibMühasibat",https://www.offer.az/kicik-ve-orra-biznes-kreditleri-vakansiya-2025-60771/,03/02/2025,03/03/2025
Продавец-консультант,LİBRAFF MMC,Bakı,Müsahibə əsasında,,18 — 45,Orta və ya orta ixtisas təhsili,Növbəli,Əmək müqaviləsi,human.resources@libraff.az,,"Требования:Отличное знание азербайджанского языка и русского языка на разговорном уровне;Иметь знания о книгах и авторах;опыт работы в сфере продаж является преимуществом;кандидат должен быть быстрым, оперативным, внимательным, ответственным за работуО работе:еженедельный 40-часовой сменный график работы в одном из центральных филиалов;стабильная заработная плата + проценты с продаж;По истечении пробного периода на товары предоставляется скидка.Электронная почта для подачи заявки: human.resources@libraff.azПримечание: при приеме на работу потребуются справка о состоянии здоровья и covid паспорт.Uyğun başlıqlarSatış məsləhətçisi",https://www.offer.az/satis-meslehetcisi-386-vakansiya-2025-60770/,03/02/2025,03/03/2025
Növbə nəzarətçisi,Hajigabul Poultry Farm Company,Hacıqabul,Müsahibə əsasında,1 il,25 — 50,Natamam ali təhsil (bakalavr),Tam iş günü (6 gün),Əmək müqaviləsi,haciqabulqusculuq.hr@gmail.com,,"Vəzifə Haqqında:Biz komandamıza çeşidləmə və qablaşdırma proseslərinin düzgün və səmərəli şəkildə təmin etmək üçün təcrübəliNövbə nəzarətçisiaxtarındayıq. Bu rolda sizin əsas məqsədiniz işçilərin fəaliyyətini təşkil edərək keyfiyyət və məhsuldarlıq göstəricilərinin yerinə yetirilməsindən ibarət olacaqdır .İş Barədə Məlumat:İş yeri – Hacıqabul şəhəri;Çeşidləmə və qablaşdırma sahəsində işçilərin fəaliyyətini təşkil etmək və idarə etmək;Məhsulların çeşidlənməsi və qablaşdırılması prosesinə nəzarət etmək;İşçilərin iş qrafikinə uyğun fəaliyyət göstərməsini təmin etmək;Məhsulun keyfiyyət standartlarına uyğun çeşidlənməsini və qablaşdırılmasını yoxlamaq;Proses zamanı ortaya çıxan problemləri müəyyən edib həll etmək və rəhbərliyə məlumat vermək;Günlük və aylıq hesabatlar hazırlamaq;Avadanlıqların düzgün istifadəsini təmin etmək və texniki problemlər haqqında müvafiq şöbəyə məlumat vermək;İşçilərin təhlükəsizlik qaydalarına əməl etməsinə nəzarət etmək;6 günlük iş rejimi (08:00 – 17:00);Nahar şirkət tərəfindən təmin edilir;Servis mövcüddur ( Hacıqabul,Şirvan və Sabirabad rayonlarından servis xidmətimiz fəaliyyət göstərir );Əmək haqqı : Müsahibə əsasında.Tələblər:Yaş hədddi : 25- 50 yaş arası;Hacıqabul, Şirvan və Sabirabad rayonlarında yaşayan namzidələrə üstünlük veriləcəkdir;Orta ixtisas və ya ali təhsil (İstehsalat və ya logistika sahəsində təhsil üstünlükdür);Çeşidləmə və qablaşdırma sahəsində ən azı 1 il iş təcrübəsi;İdarəetmə və komanda ilə işləmə bacarığı;Dəqiqlik, məsuliyyət və problemləri həll etmə bacarığı;MS Office proqramlarında işləmə bacarığı (üstünlükdür);İş prosesində çevik və operativ qərar vermə bacarığı;Fiziki dözümlülük və sürətli iş mühitinə uyğunlaşmaq bacarığı.Əgər siz istehsal sahəsində təcrübəyə malik və dinamik bir mühitdə işləməyi hədəfləyirsinizsə, komandamıza qoşulmaq üçünCV-nizi və əlaqə məlumatlarınızıhaciqabulqusculuq.hr@gmail.comelektron poçtuna göndərin.Uyğun başlıqlarsayım",https://www.offer.az/novbe-nezaretcisi-vakansiya-2025-60769/,03/02/2025,03/03/2025
